Asset Class,Issuer Name,Ticker,Cpn,Maturity,Conversion Ratio,CV Conversion Price,CV Stock Volatility
Preferreds,Ahli United Bank BSC,AHLIUB,7.54143,#N/A Field Not Applicable,1,0.25,0
Corporates,Precinct Properties New Zealand Ltd,PCTNZ,7.53,21/09/2027,714.2857143,0.14,22.15974892
Corporates,Slate Office REIT,SOTUCN,7.5,31/12/2027,181.8182,5.49999945,45.52950558
Preferreds,JDS Investments Ltd/Canada,JDI,7.5,#N/A Field Not Applicable,1.7391,14.37525157,#N/A N/A
Preferreds,Multidev Immobilia Inc,MTV,7.5,#N/A Field Not Applicable,1,4.75,#N/A N/A
Preferreds,Thai Insurance PCL/The,TICTB,7.5,#N/A Field Not Applicable,1,1000,#N/A N/A
Preferreds,INNOVATE Corp,VATE,7.5,#N/A Field Not Applicable,3.030299902,8.250008517,100.1232414
Preferreds,TMST Inc,THMR,7.5,#N/A Field Not Applicable,0.7723,32.37084035,#N/A N/A
Preferreds,COMFORCE Corp,CFS,7.5,#N/A Field Not Applicable,952.381,1.049999948,40
Preferreds,COMFORCE Corp,CFS,7.5,#N/A Field Not Applicable,588.2353,1.699999983,40
Preferreds,BB Liquidating Inc,BLIA,7.5,#N/A Field Not Applicable,194.1748,5.149998867,#N/A N/A
Preferreds,Thai Insurance PCL/The,TICTB,7.5,#N/A Field Not Applicable,1,10,#N/A N/A
Preferreds,COMFORCE Corp,CFS,7.5,#N/A Field Not Applicable,1851.8519,0.539999986,40
Preferreds,LECG Corp,XPRT,7.5,#N/A Field Not Applicable,1,3.96,40
Preferreds,Eurodis Electron PLC,ELH,7.5,#N/A Field Not Applicable,0.69,1.449275362,#N/A N/A
Preferreds,Burnden Leisure Ltd,BURNDN,7.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Wells Fargo & Co,WFC,7.5,#N/A Field Not Applicable,6.3814,156.7054251,32.36704621
Preferreds,Spire Inc,SR,7.5,01/03/2024,0.6354,78.69058861,23.2710165
Corporates,Aerkomm Inc,AKOM,7.5,02/12/2025,15037.59398,11.1764688,74.80778722
Corporates,Maxeon Solar Technologies Ltd,MAXN,7.5,17/08/2027,43.2301,23.13203069,105.8844957
Corporates,SK Maritime Co Ltd,YUKONG,7.5,30/09/2024,1,5000,#N/A N/A
Corporates,Invacare Holdings Corp,IVCHLD,7.5,01/05/2028,581.3953,1.720000144,40
Corporates,Invacare Holdings Corp,IVCHLD,7.5,01/05/2028,581.3953,1.720000144,40
Corporates,pferdewetten.de AG,PFRDEN,7.5,01/03/2028,80,12.5,40.02654926
Corporates,Protalix BioTherapeutics Inc,PLX,7.5,01/09/2024,563.2216,1.775500087,109.4040116
Corporates,Santhera Pharmaceuticals Holding AG,SANNSW,7.5,17/08/2024,112.391355,30.02900001,77.76068374
Corporates,Uniti Group Inc,UNIT,7.5,01/12/2027,137.1742,7.290000598,50.00016005
Corporates,Arbor Realty Trust Inc,ABR,7.5,01/08/2025,60.3915,16.55862166,35.63771902
Corporates,Oman Hospitality Co SAOC,OMNHPT,7.5,23/09/2026,1,1,40
Corporates,INNOVATE Corp,VATE,7.5,01/08/2026,234.2971039,4.268085194,100.1232414
Corporates,INNOVATE Corp,VATE,7.5,01/08/2026,234.2971039,4.268085194,100.1232414
Corporates,PREOS Global Office Real Estate & Technology AG,PAGGR,7.5,09/12/2024,159.933468,6.252599987,196.0146432
Corporates,New Mountain Finance Corp,NMFC,7.5,15/10/2025,70.5365,14.17705727,16.1077332
Corporates,Norwegian Air Shuttle ASA,NASNO,7.46,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0
Corporates,Asiana Airlines Inc,ASIAIR,7.3,29/12/2050,0.755458,13237.00325,29.14408902
Preferreds,Atlantic American Corp,AAME,7.25,#N/A Field Not Applicable,25.06,3.990422985,#N/A N/A
Preferreds,Medis Technologies Ltd,MDTL,7.25,#N/A Field Not Applicable,347.2222,28.80000184,#N/A N/A
Preferreds,American Mortgage Acceptance Co,AMOA,7.25,#N/A Field Not Applicable,2.2701,11.01273072,#N/A N/A
Preferreds,Bank of America Corp,BAC,7.25,#N/A Field Not Applicable,20,50,24.77699123
Preferreds,RPT Realty,RPT,7.25,#N/A Field Not Applicable,3.796200037,13.17106567,24.11883867
Preferreds,Great Ajax Corp,AJX,7.25,30/04/2024,1.7405,14.3636886,50.05646133
Preferreds,UGI Corp,UGI,7.25,01/06/2024,1.90215,52.57208948,32.33864492
Corporates,Oscar Health Inc,OSCR,7.25,31/12/2031,120.1721,8.32139906,65.66779711
Corporates,Biora Therapeutics Inc,BIOR,7.25,01/12/2025,11.120378,89.92500075,112.5940056
Corporates,PureCycle Technologies Inc,PCT,7.25,15/08/2030,67.4764,14.81999632,147.2913783
Corporates,Asiana Airlines Inc,ASIAIR,7.2,30/06/2050,0.68231441,14656,29.14408902
Corporates,Asiana Airlines Inc,ASIAIR,7.2,29/04/2049,0.567666,17615.9925,29.14408902
Corporates,Asiana Airlines Inc,ASIAIR,7.2,29/12/2050,0.770416,12980.00042,29.14408902
Corporates,Asiana Airlines Inc,ASIAIR,7.2,28/06/2049,0.676727,14777.00757,29.14408902
Preferreds,W Holding Co Inc,WHCI,7.125,#N/A Field Not Applicable,0.0459,544.6623094,#N/A N/A
Corporates,PRISMI SpA,PRMIM,7.029,06/12/2049,400,2.5,#N/A N/A
Corporates,Chemtrade Logistics Income Fund,CHEUCN,7,30/06/2028,77.821,12.85000193,25.34332671
Preferreds,West Street Capital Corp,WSCCN,7,#N/A Field Not Applicable,0.379,65.96306069,40
Preferreds,Equity Reserve Corp,EQRCN,7,#N/A Field Not Applicable,5,1.05,#N/A N/A
Preferreds,Pacwest Ventures Ltd,PWVCN,7,#N/A Field Not Applicable,4,0.75,#N/A N/A
Preferreds,Emerald Holding Inc,EEX,7,#N/A Field Not Applicable,1.59,3.522012579,56.65352249
Preferreds,Republic First Bancorp Inc,FRBK,7,#N/A Field Not Applicable,8.333333,3.00000012,508.1389437
Preferreds,Wheeler Real Estate Investment Trust Inc,WHLR,7,31/12/2031,0.4,62.5,222.6889532
Preferreds,Zunicom Inc,ZNCM,7,#N/A Field Not Applicable,2,2.625,40
Preferreds,Mattersight Corp,MATR,7,#N/A Field Not Applicable,1,5.1,40
Preferreds,New Dragon Asia Corp,NDAC,7,29/12/2050,625,1.6,40
Preferreds,Alto Ingredients Inc,ALTO,7,#N/A Field Not Applicable,3,6.5,64.59663764
Preferreds,First Reliance Bancshares Inc,FSRL,7,#N/A Field Not Applicable,153.84615,6.500000163,40
Preferreds,Florida Gaming Corp,FGMG,7,#N/A Field Not Applicable,40,25,40
Preferreds,Aretec Group Inc,RCAP,7,#N/A Field Not Applicable,1.0999,16.746977,#N/A N/A
Preferreds,PSINet Inc,PSIINC,7,#N/A Field Not Applicable,0.9352,53.46449957,#N/A N/A
Preferreds,XO Holdings,XOHO,7,#N/A Field Not Applicable,2.46667,405.4048576,40
Preferreds,Deer Valley Corp,DVLY,7,#N/A Field Not Applicable,13.33333,0.750000188,40
Preferreds,ProText Mobility Inc,TXTM,7,#N/A Field Not Applicable,0.0125,209.6,236.9650954
Preferreds,Bank of Botetourt,BORT,7,#N/A Field Not Applicable,1,28,40
Preferreds,Hollinger Inc,HLG,7,#N/A Field Not Applicable,0.46,21.73913043,#N/A N/A
Preferreds,Hecla Mining Co,HL,7,#N/A Field Not Applicable,3.2154,15.55016483,60.06639772
Preferreds,Brookdale Senior Living Inc,BKD,7,15/11/2025,12.9341,3.865750226,67.91404949
Corporates,Good Natured Products Inc,GDNPCN,7,31/10/2026,943.3962,1.06000003,73.90971061
Corporates,Vertical Aerospace Ltd,VRTARO,7,15/12/2026,90.9091,10.9999989,120.8183618
Corporates,Destination Italia SpA,DITIM,7,16/11/2028,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Lebuhraya Kajang-Seremban Sdn Bhd,IJMMK,7,06/02/2026,1000000,1,40
Corporates,ZeroFox Holdings Inc,ZFOX,7,03/08/2025,86.9565,11.50000288,79.5005273
Corporates,Lebuhraya Kajang-Seremban Sdn Bhd,IJMMK,7,06/02/2026,1000000,1,40
Corporates,Lebuhraya Kajang-Seremban Sdn Bhd,IJMMK,7,06/02/2026,1000000,1,40
Corporates,Lebuhraya Kajang-Seremban Sdn Bhd,IJMMK,7,06/02/2026,1000000,1,40
Corporates,Lebuhraya Kajang-Seremban Sdn Bhd,IJMMK,7,06/02/2026,1000000,1,40
Corporates,CBo Territoria,CBOTER,7,30/06/2028,1,4.2,10.44467529
Corporates,LAIQON AG,LLFOND,7,24/05/2028,95.23809524,10.5,42.3597797
Corporates,Enersense International Oyj,ESENSE,7,15/01/2027,12500,8,31.48329998
Corporates,Lebuhraya Kajang-Seremban Sdn Bhd,IJMMK,7,06/02/2026,1000000,1,40
Corporates,Lebuhraya Kajang-Seremban Sdn Bhd,IJMMK,7,06/02/2026,1000000,1,40
Corporates,Toreador Resources Corp,ZAZA,7,01/10/2025,9.80392,102.0000163,40
Corporates,Ko Yo Chemical Group Ltd,KOYOEC,7,13/11/2024,3.125,0.32,70.2273711
Corporates,Invesque Inc,IVQUCN,7,31/01/2025,200,5,137.1650608
Corporates,BTB Real Estate Investment Trust,BTBUCN,7,31/10/2025,274.7253,3.639999665,20.34669427
Corporates,Echo International Holdings Group Ltd,ECHIHG,7,06/08/2024,10.63829787,0.094,55.03341985
Corporates,Predilife SA,ALPRE,7,30/04/2024,500,10,#N/A N/A
Corporates,Niko Resources Ltd,NKOCN,7,31/12/2025,88.4956,11.29999684,#N/A N/A
Corporates,BBTV Holdings Inc,BBTVCN,7,15/06/2026,94.78673,10.54999998,95.16828774
Corporates,Jiayuan International Group Ltd,JIAYUA,7,27/01/2025,2220.742857,3.5,0
Corporates,Proximar Seafood AS,PROXI,7,27/10/2025,0.2,5,60.92214183
Corporates,Eguana Technologies Inc,EGTCN,7,31/08/2025,2000,0.5,150.7511611
Corporates,Chongqing Xiao Kang Holding Co Ltd,CQXKHC,7,20/07/2024,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Composecure Holdings LLC,COMPOS,7,15/12/2026,86.9565,11.50000288,51.51475716
Corporates,Farsail Goldman International Ltd,AGILE,7,24/11/2026,37864.4,26.41003159,54.10960205
Corporates,ChargePoint Holdings Inc,CHPT,7,01/04/2028,83.3333,12.0000048,84.97606945
Corporates,MonBat AD,MONBAT,6.962,20/01/2025,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,XAI Octagon Floating Rate Alternative Income Term Trust,XFLT,6.95,30/06/2029,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,China Logistics Property Holdings Co Ltd,CNLOGI,6.95,23/11/2025,2460.47619,3.15,40
Preferreds,NextEra Energy Inc,NEE,6.926,01/09/2025,0.45,111.1111111,27.65384365
Corporates,SFA Semicon Co Ltd,STSKR,6.9,10/09/2045,4.43459,2254.999899,50.67024911
Corporates,ZUR Rose Finance BV,DOCMSW,6.875,15/09/2026,20.11060835,49.72499999,64.32769915
Preferreds,AES Corp/The,AES,6.875,15/02/2024,3.16031,31.64246545,31.09265333
Preferreds,PetroQuest Energy Inc,PQUE,6.875,#N/A Field Not Applicable,0.860825,58.08381494,#N/A N/A
Corporates,Starwood Property Trust Inc,STWD,6.75,15/07/2027,48.1783,20.75623258,23.77244109
Corporates,Porch Group Inc,PRCH,6.75,01/10/2028,39.9956,25.0027503,96.01897807
Preferreds,Third Coast Bancshares Inc,TCBX,6.75,#N/A Field Not Applicable,44.444444,22.50000023,38.40046025
Preferreds,Chart Industries Inc,GTLS,6.75,15/12/2025,0.3526,141.8037436,48.34842546
Preferreds,Apollo Global Management Inc,APO,6.75,31/07/2026,0.5052,98.97070467,29.97400475
Corporates,Western Asset Mortgage Capital Corp,WMC,6.75,15/09/2024,33.7952,29.59000095,31.53403219
Corporates,Helix Energy Solutions Group Inc,HLX,6.75,15/02/2026,143.3795,6.974497749,51.1359374
Corporates,Albertsons Cos Inc,ACI,6.75,#N/A Field Not Applicable,58.064,17.22237531,#N/A N/A
Corporates,Albertsons Cos Inc,ACI,6.75,#N/A Field Not Applicable,58.064,17.22237531,40.42831843
Corporates,RumbleON Inc,RMBL,6.75,01/01/2025,25,40,109.8261574
Corporates,DOF Subsea AS,DOFSUB,6.72,17/12/2027,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Assertio Holdings Inc,ASRT,6.5,01/09/2027,244.2003,4.094999064,99.85803125
Corporates,iQIYI Inc,IQ,6.5,15/03/2028,20292.72,9.855751225,50.74323119
Preferreds,Raven Property Group Ltd,RAVLN,6.5,07/07/2026,1.818,0.550055006,#N/A N/A
Preferreds,Pegasus Cos Inc/The,PEGX,6.5,#N/A Field Not Applicable,0.0031,32258.06452,40
Preferreds,Reorganized TXCO Inc,TXCO,6.5,#N/A Field Not Applicable,69.0608,14.47999444,40
Preferreds,Pegasus Cos Inc/The,PEGX,6.5,#N/A Field Not Applicable,0.0031,32258.06452,#N/A N/A
Preferreds,Greater Atlantic Capital Trust I,GAFC,6.5,31/12/2031,1.429,6.99790063,40
Preferreds,Acusphere Inc,ACUS,6.5,#N/A Field Not Applicable,0.728860021,68.60027795,40
Preferreds,Applied Energetics Inc,AERG,6.5,#N/A Field Not Applicable,2.083,12.00192031,49.32723882
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,31/12/2049,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Vornado Realty Trust,VNO,6.5,#N/A Field Not Applicable,1.953099966,25.60032813,51.60163172
Preferreds,LXP Industrial Trust,LXP,6.5,#N/A Field Not Applicable,2.4339,20.54316118,39.63947231
Preferreds,Equity Commonwealth,EQC,6.5,#N/A Field Not Applicable,0.8204,30.47294003,17.5241169
Corporates,Dye & Durham Ltd,DNDCN,6.5,01/11/2028,25,40,66.94302881
Corporates,LAIQON AG,LLFOND,6.5,21/02/2027,100,10,42.3597797
Corporates,Atari SA,ATAFP,6.5,31/07/2026,1,0.15,36.50623537
Corporates,Inovio Pharmaceuticals Inc,INO,6.5,01/03/2024,185.8045,5.382000974,123.3935318
Corporates,Brait PLC,BATSJ,6.5,04/12/2024,191607.5938,9.927999004,35.38337635
Corporates,American Airlines Group Inc,AAL,6.5,01/07/2025,61.7284,16.1999987,39.16453302
Corporates,Maxeon Solar Technologies Ltd,MAXN,6.5,15/07/2025,54.9611,18.19468679,105.1925631
Corporates,GEO Corrections Holdings Inc,GEO,6.5,23/02/2026,108.4011,9.224998639,49.96916295
Corporates,Chemtrade Logistics Income Fund,CHEUCN,6.5,31/10/2026,63.2911,15.8000098,26.07555995
Corporates,Air France-KLM,AFFP,6.5,#N/A Field Not Applicable,6549.6463,15.26800004,36.66046067
Preferreds,SP Setia Bhd Group,SPSBMK,6.49,#N/A Field Not Applicable,0.295857988,3.380000002,38.73100687
Preferreds,DoubleDragon Corp,DDPM,6.4778,#N/A Field Not Applicable,1,100,#N/A N/A
Corporates,Orange SA,ORAFP,6.455,#N/A Field Not Applicable,570.4409,24.71772273,21.70481129
Corporates,Prospect Capital Corp,PSEC,6.375,01/03/2025,110.742,9.029997652,24.04829498
Preferreds,Cofinimmo SA,COFBBB,6.37,#N/A Field Not Applicable,1,107.89,20.50628335
Preferreds,Cofinimmo SA,COFBBB,6.37,#N/A Field Not Applicable,1,107.89,20.50628335
Corporates,Yeahka Ltd,YEAHKA,6.25,13/07/2027,336.4536878,23.32,42.0087041
Preferreds,Prospect Capital Corp,PSEC,6.25,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Preferreds,Westcity Ltd,WTCLN,6.25,#N/A Field Not Applicable,1.8182,0.5499945,#N/A N/A
Preferreds,Ready Capital Corp,RC,6.25,#N/A Field Not Applicable,1.050527,23.79757969,28.58641398
