Asset Class,Issuer Name,Ticker,Cpn,Maturity,Currency,Amt Out,Conversion Ratio,TRACE Price,Yld to Mty (Mid),YAS Bnch Px,CV Conversion Price
Corporates,Bank of Suzhou Co Ltd,BSUZHC,1,12/04/2027,CNY,763475361.2,14.749263,#N/A Field Not Applicable,0.385963568,100.0358,6.779999787
Corporates,Okta Inc,OKTA,0.375,15/06/2026,USD,758103000,4.1912,88,5.655353691,100.9335938,238.5951517
Corporates,Wayfair Inc,W,0.625,01/10/2025,USD,754415000,2.3972,90.9375,6.13109697,101.0078125,417.1533456
Corporates,JetBlue Airways Corp,JBLU,0.5,01/04/2026,USD,750000000,38.5802,71.58300018,15.96010425,100.9335938,25.92003152
Corporates,Beauty Health Co/The,SKIN,1.25,01/10/2026,USD,750000000,31.4859,75.125,12.19751691,100.9335938,31.76024824
Corporates,Pebblebrook Hotel Trust,PEB,1.75,15/12/2026,USD,750000000,39.2549,87,5.649699187,100.9335938,25.47452675
Corporates,Sasol Financing USA LLC,SASOL,4.5,08/11/2027,USD,750000000,10494.22555,#N/A Field Not Applicable,7.566556957,102.2304688,347.5149245
Corporates,STMicroelectronics NV,STM,0,04/08/2025,USD,750000000,4585.052728,#N/A Field Not Applicable,-11.11155874,101.0078125,37.1629314
Corporates,Shockwave Medical Inc,SWAV,1,15/08/2028,USD,750000000,3.4595,97.27330017,1.613110768,102.2304688,289.0591126
Corporates,STMicroelectronics NV,STM,0,04/08/2027,USD,750000000,4434.5898,103.375,-5.07590256,102.2304688,38.423847
Corporates,Wolfspeed Inc,WOLF,0.25,15/02/2028,USD,750000000,7.8602,68.5,9.992521677,102.2304688,127.2232259
Corporates,Vishay Intertechnology Inc,VSH,2.25,15/09/2030,USD,750000000,33.1609,99.78910065,2.283795934,102.7890625,30.15599697
Corporates,Merit Medical Systems Inc,MMSI,3,01/02/2029,USD,747500000,11.5171,110.6837997,0.852192054,102.2304688,86.82741315
Corporates,Five9 Inc,FIVN,0.5,01/06/2025,USD,747500000,7.4437,96.24430084,3.212339609,101.0078125,134.3417924
Corporates,Bridgebio Pharma Inc,BBIO,2.25,01/02/2029,USD,747500000,10.305,84.375,5.839533473,102.2304688,97.04027171
Corporates,Middleby Corp/The,MIDD,1,01/09/2025,USD,747499000,7.7746,122.0315018,-10.50678069,101.0078125,128.6239807
Corporates,Lyft Inc,LYFT,1.5,15/05/2025,USD,747498000,26.0491,93,5.173007251,101.0078125,38.38904223
Corporates,Datadog Inc,DDOG,0.125,15/06/2025,USD,747498000,10.8338,140.7073059,-21.88045713,101.0078125,92.30371615
Corporates,Jiangsu Financial Leasing Co Ltd,JSFINA,0.6,11/11/2027,CNY,745391172.1,29.673591,#N/A Field Not Applicable,-6.861949941,100.65125,3.369999944
Corporates,PDD Holdings Inc,PDD,0,01/12/2025,USD,738634000,5.2459,103.8075027,-1.92928382,101.0078125,190.6250596
Corporates,Red Star Macalline Holding Group Co Ltd,RSINVE,1,14/05/2024,CNY,727180000,8.143322476,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,12.28
Corporates,Just Eat Takeaway.com NV,TKWYNA,0,09/08/2025,EUR,726324000,737.5991149,#N/A Field Not Applicable,6.11779162,101.2755,135.575
Corporates,Qingdao Rural Commercial Bank Corp,QDRCBK,1.2,25/08/2026,CNY,723247383.8,23.696682,#N/A Field Not Applicable,3.102214362,100.1409,4.220000083
Corporates,China Merchants Expressway Network & Technology Holdings Co Ltd,CHMETH,1.5,22/03/2025,CNY,723081560.7,12.70648,#N/A Field Not Applicable,-12.31188874,99.9233,7.870000189
Corporates,Halozyme Therapeutics Inc,HALO,1,15/08/2028,USD,720000000,17.8517,93.27429962,2.548108005,102.2304688,56.017074
Corporates,Deutsche Lufthansa AG,LHAGR,2,17/11/2025,EUR,711780000,10839.63839,#N/A Field Not Applicable,-2.000448774,101.2755,9.2254
Corporates,Schneider Electric SE,SUFP,1.97,27/11/2030,EUR,710736000,426.6601,#N/A Field Not Applicable,0.802585991,103.2415,234.3786072
Corporates,Worldline SA/France,WLNFP,0,30/07/2025,EUR,708221896.7,1,#N/A Field Not Applicable,5.573943129,101.2755,119.44
Corporates,TUI AG,TUIGR,5,16/04/2028,EUR,706376176,3749.432898,#N/A Field Not Applicable,5.663305347,101.2755,26.6707
Corporates,Shandong Hi-Speed Road & Bridge Co Ltd,SDHSRB,0.2,24/03/2029,CNY,704208648,12.484395,#N/A Field Not Applicable,1.724113281,100.5429,8.009999684
Corporates,Workiva Inc,WK,1.25,15/08/2028,USD,702000000,7.469,102.5304031,0.694136874,102.2304688,133.8867318
Corporates,Hon Hai Precision Industry Co Ltd,HONHAI,0,05/08/2026,USD,700000000,18912.74369,#N/A Field Not Applicable,-0.118056649,101.0078125,147.932
Corporates,Xero Investments Ltd,XROAU,0,02/12/2025,USD,700000000,7.42254941,#N/A Field Not Applicable,6.480596078,101.0078125,183.4111065
Corporates,Dropbox Inc,DBX,0,01/03/2026,USD,695800000,26.1458,97.8125,0.380991767,100.9335938,38.24706071
Corporates,Dropbox Inc,DBX,0,01/03/2028,USD,693300000,28.2889,101.2869034,-0.305858887,102.2304688,35.34955407
Corporates,Cornwall Jersey Ltd,ASCLN,0.75,16/04/2026,GBP,691285000,1255.492781,#N/A Field Not Applicable,24.64798308,92.899,79.64999999
Corporates,Axon Enterprise Inc,AXON,0.5,15/12/2027,USD,690000000,4.372,126.9196014,-5.482247207,102.2304688,228.7282708
Corporates,DocuSign Inc,DOCU,0,15/01/2024,USD,690000000,2.3796,99.59999847,6.752722913,101.0078125,420.2386956
Corporates,Wayfair Inc,W,3.25,15/09/2027,USD,690000000,15.7597,128.125,-4.143256657,102.2304688,63.45298451
Corporates,Shift4 Payments Inc,FOUR,0,15/12/2025,USD,690000000,12.4262,111,-5.545043107,101.0078125,80.47512514
Corporates,Wayfair Inc,W,3.5,15/11/2028,USD,690000000,21.8341,169.1685944,-7.846301671,102.2304688,45.79991848
Corporates,MP Materials Corp,MPUS,0.25,01/04/2026,USD,690000000,22.5861,87.60369873,6.210513249,100.9335938,44.27501871
Corporates,Orange SA,ORAFP,6.455,#N/A Field Not Applicable,EUR,688178700,570.4409,#N/A Field Not Applicable,6.531818507,#N/A N/A,24.71772273
Corporates,Bentley Systems Inc,BSY,0.125,15/01/2026,USD,687830000,15.5925,99.15799713,0.538552216,100.9335938,64.13339747
Corporates,Lenovo Group Ltd,LENOVO,2.5,26/08/2029,USD,675000000,832.112527,127.9800034,-2.565551003,102.2304688,9.419999995
Corporates,Mitsubishi Chemical Group Corp,MITCHM,0,29/03/2024,JPY,673331250,8665.511265,#N/A Field Not Applicable,-0.105623656,100.0586,1154
Corporates,Fisker Inc,FSR,2.5,15/09/2026,USD,667500000,50.7743,17.5,83.53972628,100.9335938,19.69500318
Corporates,Microchip Technology Inc,MCHP,0.125,15/11/2024,USD,665514000,10.8961,108.8980026,-9.303655294,101.0078125,91.77595653
Corporates,SBI Holdings Inc,SBIHLD,0,25/07/2025,JPY,664767600,3582.175097,#N/A Field Not Applicable,-8.178547538,99.926,2791.6
Corporates,Idorsia Ltd,IDIASW,2.125,04/08/2028,CHF,662034000,6341.15409,#N/A Field Not Applicable,25.79820983,100.6265,31.54
Corporates,Upstart Holdings Inc,UPST,0.25,15/08/2026,USD,661250000,3.5056,74.375,11.86327023,100.9335938,285.2578731
Corporates,MicroStrategy Inc,MSTR,0.75,15/12/2025,USD,650000000,2.5126,160.2362061,-22.02934433,101.0078125,397.9941097
Corporates,Etsy Inc,ETSY,0.125,01/09/2027,USD,650000000,5.0007,85.9233017,4.30445556,102.2304688,199.9720039
Corporates,Etsy Inc,ETSY,0.125,01/10/2026,USD,649887000,11.404,118.3750992,-5.903690233,100.9335938,87.68853034
Corporates,Jiangsu Zijin Rural Commercial Bank Co Ltd,ZJRRCB,1.8,23/07/2026,CNY,642430390,25.974026,#N/A Field Not Applicable,3.027367534,100.1409,3.849999996
Corporates,Singapore Airlines Ltd,SIASP,1.625,03/12/2025,SGD,637284100,47398.75626,#N/A Field Not Applicable,-9.777863409,95.136,5.2744
Corporates,China National Bluestar Group Co Ltd,CNBG,1,18/10/2024,CNY,635440500,9.267841,#N/A Field Not Applicable,1.533256661,100.09345,10.78999953
Corporates,Bumi Resources Tbk PT,BUMIIJ,6,26/07/2024,IDR,634874302.3,0.00083,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1204.819277
Corporates,SolarEdge Technologies Inc,SEDG,0,15/09/2025,USD,632500000,3.5997,91.25,5.61524581,101.0078125,277.8009279
Corporates,Shift4 Payments Inc,FOUR,0.5,01/08/2027,USD,632500000,8.1524,93.08159637,2.329345146,102.2304688,122.6632648
Corporates,Bloom Energy Corp,BE,3,01/06/2028,USD,632500000,53.0427,106.0715027,1.574733068,102.2304688,18.85273563
Corporates,Enphase Energy Inc,ENPH,0,01/03/2026,USD,632500000,3.2523,91.8588028,3.937433375,100.9335938,307.4747102
Corporates,Ionis Pharmaceuticals Inc,IONS,0,01/04/2026,USD,632500000,17.2902,105.9316025,-2.532452842,100.9335938,57.83623093
Corporates,Yunnan Provincial Energy Investment Group Co Ltd,YNPOWE,4,18/04/2027,CNY,628228000,1.736111111,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,57.6
Corporates,ANA Holdings Inc,ANAIR,0,19/09/2024,JPY,626395700,1996.127513,#N/A Field Not Applicable,0.464619202,100.0635,5009.7
Corporates,Luminar Technologies Inc,LAZR,1.25,15/12/2026,USD,625000000,50.0475,46.75,29.35489085,100.9335938,19.98101803
Corporates,Glencore Funding LLC,GLENLN,0,27/03/2025,USD,625000000,32103.28596,#N/A Field Not Applicable,-7.010862847,101.0078125,4.418862299
Preferreds,Signet Jewelers Ltd,SIG,5,#N/A Field Not Applicable,USD,625000000,12.5406,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,79.74100123
Corporates,GDS Holdings Ltd,GDSHDG,0.25,08/03/2029,USD,620000000,20,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,50
Corporates,LEG Immobilien SE,LEGGR,0.4,30/06/2028,EUR,618381500,650.9764,#N/A Field Not Applicable,3.842531997,102.2025,153.6153999
Corporates,Jiangsu Guotai International Group Co Ltd,JSGTIG,0.6,07/07/2027,CNY,615985124.8,11.737089,#N/A Field Not Applicable,0.19891909,100.0358,8.520000147
Corporates,RingCentral Inc,RNG,0,15/03/2026,USD,609065000,2.3583,86.375,6.718123253,100.9335938,424.034262
Corporates,Pirelli & C SpA,PCIM,0,22/12/2025,EUR,608725000,16618.74927,#N/A Field Not Applicable,0.754628678,101.2755,6.0173
Corporates,Zillow Group Inc,Z,0.75,01/09/2024,USD,608382000,22.983,133.883606,-40.91053674,101.0078125,43.51042075
Corporates,Accor SA,ACFP,0.7,07/12/2027,EUR,606654945,1.033,#N/A Field Not Applicable,0.781809931,97.7015,46.58276864
Corporates,Just Eat Takeaway.com NV,TKWYNA,0.625,09/02/2028,EUR,605270000,690.0120752,#N/A Field Not Applicable,7.553281443,97.7015,144.925
Corporates,Lumentum Holdings Inc,LITE,1.5,15/12/2029,USD,603750000,14.3808,98.25,1.442138411,102.2304688,69.53716066
Corporates,JFE Holdings Inc,JFEHLD,0,28/09/2028,JPY,602859600,3362.814002,#N/A Field Not Applicable,-0.798329239,100.7765,2973.700001
Preferreds,Equitrans Midstream Corp,ETRN,9.75,#N/A Field Not Applicable,USD,600068735.5,1,#N/A Field Not Applicable,#N/A N/A,5.25875,19.99
Corporates,Repligen Corp,RGEN,1,15/12/2028,USD,600000000,4.9247,113.8539963,-1.664070361,102.2304688,203.0580543
Corporates,Sunnova Energy International Inc,NOVA,2.625,15/02/2028,USD,600000000,29.2039,64.5,14.29057467,102.2304688,34.24200192
Corporates,Vnet Group Inc,VNET,0,01/02/2026,USD,600000000,18.3574,95.125,2.419579896,101.0078125,54.47394511
Corporates,Wynn Macau Ltd,WYNMAC,4.5,07/03/2029,USD,600000000,766.2916412,98.41999817,4.164431956,102.2304688,10.24375
Corporates,iQIYI Inc,IQ,6.5,15/03/2028,USD,600000000,20292.72,91.48999786,8.990270744,100.9335938,9.855751225
Corporates,NextEra Energy Partners LP,NEP,0,15/11/2025,USD,600000000,13.4422,87.75,7.060439065,101.0078125,74.39258455
Corporates,BioMarin Pharmaceutical Inc,BMRN,1.25,15/05/2027,USD,600000000,7.2743,101.7284012,0.731916103,102.2304688,137.4702721
Corporates,Rapid7 Inc,RPD,0.25,15/03/2027,USD,600000000,9.6734,91.36579895,3.090355757,102.2304688,103.3762689
Corporates,Tyler Technologies Inc,TYL,0.25,15/03/2026,USD,600000000,2.0266,101.2373962,-0.305719208,100.9335938,493.4372841
Corporates,DiaSorin SpA,DIAIM,0,05/05/2028,EUR,599690000,474.0821651,#N/A Field Not Applicable,4.493230777,102.2025,210.9339
Corporates,Flat Glass Group Co Ltd,FLATGL,0.5,20/05/2028,CNY,597635931.8,2.368546,#N/A Field Not Applicable,2.56773004,100.65125,42.21999488
Corporates,Hansoh Pharmaceutical Group Co Ltd,HSPGCL,0,22/01/2026,USD,596000000,130.674195,#N/A Field Not Applicable,0.311714138,101.0078125,59.33000008
Corporates,Zalando SE,ZALGR,0.625,06/08/2027,EUR,594015000,1084.0108,#N/A Field Not Applicable,5.208856229,97.7015,92.25000341
Corporates,Zalando SE,ZALGR,0.05,06/08/2025,EUR,594015000,1141.064,#N/A Field Not Applicable,4.754588979,101.2755,87.63750324
Corporates,Western Digital Corp,WDC,1.5,01/02/2024,USD,591618000,8.2026,99.48000336,6.999699285,101.0078125,121.9125643
Corporates,Delivery Hero SE,DEHEHO,2.125,10/03/2029,EUR,590930000,546.09,#N/A Field Not Applicable,9.176106285,102.2025,183.1199985
Corporates,Sagerpar SA,GBLBBB,0,01/04/2026,EUR,588655000,851.1159833,#N/A Field Not Applicable,3.82330035,101.2755,117.4928
Corporates,Liberty Media Corp,LMCA,2.75,01/12/2049,USD,585502803.4,116.0227,94.5,3.027863067,101.0078125,8.358510016
Corporates,HMM Co Ltd,HYUNMM,3,23/04/2050,KRW,584183520,2,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,5000
Corporates,Caitong Securities Co Ltd,CAITSE,1,10/12/2026,CNY,580644819.7,8.818342,#N/A Field Not Applicable,-0.261269646,100.1409,11.3400002
Corporates,GDS Holdings Ltd,GDSHDG,4.5,31/01/2030,USD,580000000,40.8163,75.26139832,10.02226629,102.2304688,24.50001593
Corporates,Lagfin SCA,LAGFNC,3.5,08/06/2028,EUR,578496672,6164.164016,#N/A Field Not Applicable,3.972669407,97.7015,16.2228
Corporates,Bharti Airtel Ltd,BHARTI,1.5,17/02/2025,USD,577506000,139.046911,#N/A Field Not Applicable,-35.59650556,101.0078125,517.9999901
Corporates,Lantheus Holdings Inc,LNTH,2.625,15/12/2027,USD,575000000,12.5291,110.1709976,0.057580902,102.2304688,79.81419256
Corporates,Marriott Vacations Worldwide Corp,VAC,3.25,15/12/2027,USD,575000000,5.2729,89.375,6.319752419,102.2304688,189.6489598
Corporates,Envestnet Inc,ENV,2.625,01/12/2027,USD,575000000,13.6304304,99.57499695,2.73957061,102.2304688,73.36525485
Corporates,Sunnova Energy International Inc,NOVA,0.25,01/12/2026,USD,575000000,28.9184,66.59400177,14.69866019,100.9335938,34.58005975
Corporates,CyberArk Software Ltd,CYBR,0,15/11/2024,USD,575000000,6.3478,140.9996948,-35.53271098,101.0078125,157.534894
Corporates,NIO Inc,NIO,4.625,15/10/2030,USD,575000000,89.9685,99.125,4.775353508,102.2304688,11.11500136
Corporates,NIO Inc,NIO,3.875,15/10/2029,USD,575000000,89.9685,101.2954025,3.624111472,102.2304688,11.11500136
Corporates,Liberty Media Corp,LMCA,3.75,15/03/2028,USD,575000000,35.4563,119.7089996,-0.832550005,102.2304688,28.20373248
Corporates,Jazz Investments I Ltd,JAZZ,1.5,15/08/2024,USD,575000000,4.5659,97.06999969,6.287657525,101.0078125,219.0148711
Corporates,Marriott Vacations Worldwide Corp,VAC,0,15/01/2026,USD,575000000,6.1044,88.46080017,6.071223992,100.9335938,163.8162637
Corporates,Enphase Energy Inc,ENPH,0,01/03/2028,USD,575000000,3.5104,89.96679688,2.546784364,102.2304688,284.8678213
Corporates,Redfin Corp,RDFN,0.5,01/04/2027,USD,575000000,10.692,64.25,14.64259952,102.2304688,93.52787131
Corporates,Wolfspeed Inc,WOLF,1.75,01/05/2026,USD,575000000,21.13459969,116.7807007,-4.914228808,100.9335938,47.31577673
Corporates,Nutanix Inc,NTNX,0.25,01/10/2027,USD,575000000,17.3192,103.6476974,-0.705390926,102.2304688,57.7393875
Corporates,Omnicell Inc,OMCL,0.25,15/09/2025,USD,575000000,10.2751,95,5.238880427,101.0078125,97.32265379
Corporates,Wix.com Ltd,WIX,0,15/08/2025,USD,575000000,2.4813,90.875,5.842703619,101.0078125,403.0145488
Corporates,Integra LifeSciences Holdings Corp,IART,0.5,15/08/2025,USD,575000000,13.5739,94.65879822,3.906968845,101.0078125,73.67079469
Corporates,Ivanhoe Mines Ltd,IVN,2.5,15/04/2026,USD,575000000,134.5682,141.7032928,-12.56308901,100.9335938,9.308737131
Corporates,Vail Resorts Inc,MTN,0,01/01/2026,USD,575000000,2.530941,89.80000305,5.421726998,100.9335938,395.1099611
Corporates,Match Group Financeco 3 Inc,MTCH,2,15/01/2030,USD,575000000,11.87391236,85.375,4.770203255,104.9140625,84.21823993
Corporates,Advanced Energy Industries Inc,AEIS,2.5,15/09/2028,USD,575000000,7.2747,105.4890976,1.296318017,102.2304688,137.4627132
Corporates,NRG Energy Inc,NRG,2.75,01/06/2048,USD,575000000,23.7112,125.7949982,1.486782106,101.0078125,42.17416242
Corporates,Cable One Inc,CABO,0,15/03/2026,USD,575000000,0.4394,85,7.467722156,100.9335938,2275.830678
Corporates,Tetra Tech Inc,TTEK,2.25,15/08/2028,USD,575000000,5.0855,104.7329025,1.196724066,102.2304688,196.6374988
Corporates,Insmed Inc,INSM,0.75,01/06/2028,USD,575000000,30.7692,111.1473999,-1.665307373,102.2304688,32.5000325
Corporates,BILL Holdings Inc,BILL,0,01/04/2027,USD,575000000,2.4108,82.875,5.940160191,102.2304688,414.8000664
Corporates,Post Holdings Inc,POST,2.5,15/08/2027,USD,575000000,9.4248,100.6875,2.042783585,102.2304688,106.1030473
Corporates,Fluor Corp,FLR,1.125,15/08/2029,USD,575000000,22.042,108.3432007,-0.340565666,102.2304688,45.36793394
Corporates,Block Inc,SQ,0.25,01/11/2027,USD,575000000,3.343,81.62419891,5.632713195,102.2304688,299.1325157
Corporates,Block Inc,SQ,0,01/05/2026,USD,575000000,3.343,86.25,5.634616671,100.9335938,299.1325157
Corporates,Match Group Financeco 2 Inc,MTCH,0.875,15/06/2026,USD,575000000,11.42592569,89.05000305,5.695993684,100.9335938,87.52026113
Corporates,Ascendis Pharma A/S,ASND,2.25,01/04/2028,USD,575000000,6.0118,102.7986984,1.568101408,102.2304688,166.3395323
Corporates,Ionis Pharmaceuticals Inc,IONS,1.75,15/06/2028,USD,575000000,18.612,111.7279968,-1.6868825,102.2304688,53.72877713
Corporates,Alliant Energy Corp,LNT,3.875,15/03/2026,USD,575000000,15.5461,99.20059967,4.184655593,100.9335938,64.32481458
Corporates,Bentley Systems Inc,BSY,0.375,01/07/2027,USD,575000000,12.0153,88.4375,3.41459183,102.2304688,83.22721863
Corporates,Novocure Ltd,NVCR,0,01/11/2025,USD,575000000,5.9439,86.50700378,8.014886175,101.0078125,168.2397079
Corporates,Ceridian HCM Holding Inc,CDAY,0.25,15/03/2026,USD,575000000,7.5641,89.5,5.335086919,100.9335938,132.2034346
Corporates,Exact Sciences Corp,EXAS,2,01/03/2030,USD,572993000,12.3724,120.1810989,-1.143261608,102.7890625,80.82506224
Corporates,Delivery Hero SE,DEHEHO,0.875,15/07/2025,EUR,570360000,694.8063,#N/A Field Not Applicable,7.735720264,101.2755,143.9250047
Corporates,Air France-KLM,AFFP,0.125,25/03/2026,EUR,565839985.5,0.178,#N/A Field Not Applicable,0.578806614,99.2455,100.6741573
Corporates,Umicore SA,UMIBB,0,23/06/2025,EUR,565440000,1837.3302,#N/A Field Not Applicable,4.39431467,101.2755,54.42679818
Corporates,HMM Co Ltd,HYUNMM,3,28/10/2049,KRW,565015440,2,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,5000
Corporates,Semiconductor Manufacturing International Corp,SMIZCH,2,#N/A Field Not Applicable,USD,565000000,152648.6697,#N/A Field Not Applicable,1.168360614,100.984375,12.78000001
Corporates,Zillow Group Inc,Z,2.75,15/05/2025,USD,564998000,14.881,109.1299973,-4.729297856,101.0078125,67.19978496
Corporates,Exact Sciences Corp,EXAS,0.375,15/03/2027,USD,563822000,8.9554,96.97370148,1.339230081,102.2304688,111.6644706
Corporates,Selena Sarl,ARMISG,0,25/06/2025,EUR,561370000,1093.6133,#N/A Field Not Applicable,4.108366517,101.2755,91.43999986
Corporates,Segari Energy Ventures Sdn Bhd,SEGARI,9,18/01/2028,MYR,559961437.5,1000,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1
Corporates,Shanxi Meijin Energy Co Ltd,SXMJEN,0.4,20/04/2028,CNY,559194045.6,7.733952,#N/A Field Not Applicable,5.871099712,99.453,12.93000008
Corporates,Orpea SA,ORPFP,0.375,17/05/2027,EUR,558219953.7,1.02,#N/A Field Not Applicable,48.62820121,101.2755,143.627451
Preferreds,XO Holdings,XOHO,7,#N/A Field Not Applicable,USD,555000000,2.46667,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,405.4048576
Corporates,TAG Immobilien AG,TEGGR,0.625,27/08/2026,EUR,554482500,3130.027607,#N/A Field Not Applicable,5.596008406,94.2995,31.9486
Corporates,Atos SE,ATOFP,0,06/11/2024,EUR,553305000,1397.624039,#N/A Field Not Applicable,28.83117007,97.6555,71.55000001
Corporates,MTU Aero Engines AG,MTXGR,0.05,18/03/2027,EUR,553170000,264.665023,#N/A Field Not Applicable,3.660763301,94.2995,377.8360996
Corporates,Okta Inc,OKTA,0.125,01/09/2025,USD,551894000,5.2991,91.81999969,5.283758067,101.0078125,188.7112906
Corporates,ams-OSRAM AG,AMSSW,0,05/03/2025,EUR,551832108,4597.859696,#N/A Field Not Applicable,5.479546218,97.053,50.1886466
Corporates,Edenred SE,EDENFP,0,06/09/2024,EUR,551770000,1.003,#N/A Field Not Applicable,0.709489753,97.6555,60.94715852
Corporates,Bridgebio Pharma Inc,BBIO,2.5,15/03/2027,USD,550000000,23.4151,121.4157028,-3.70620831,102.2304688,42.70748363
Corporates,Ziff Davis Inc,ZD,1.75,01/11/2026,USD,550000000,9.378299713,94.45269775,3.82606932,100.9335938,106.6291365
Corporates,Livongo Health Inc,TDOC,0.875,01/06/2025,USD,550000000,8.25248,93.875,4.950394166,101.0078125,114.0134844
Corporates,RAG-Stiftung,RAGSTF,2.25,28/11/2030,EUR,549345000,4730.368969,#N/A Field Not Applicable,1.609496067,103.2415,21.14
Corporates,JET2 PLC,JETLN,1.625,10/06/2026,GBP,548771470,5594.499488,#N/A Field Not Applicable,2.441104812,92.899,17.8747
Corporates,Great Wall Motor Co Ltd,GWMCTD,0.6,10/06/2027,CNY,546747381.2,2.49501,#N/A Field Not Applicable,0.650473321,100.0358,40.07999968
Corporates,Pioneer Natural Resources Co,PXD,0.25,15/05/2025,USD,545040000,10.7379,246.5715942,-55.52764958,101.0078125,93.12807905
